housing_ID,building_bumber,house_bumber,population,x,y,street_ID,region
554,15,924,2260,34.33675,43.59466667,D0045,6
555,14,970,2145,35.629,50.05933333,D0044,6
556,18,719,2760,33.1775,42.38633333,D0049,6
557,14,1047,2114,47.366,45.23933333,D0025,6
558,5,995,3005,43.24025,45.27466667,D0015,6
559,20,808,1694,44.4765,52.292,D0037,6
560,32,2076,4222,49.36425,56.68033333,D0023,6
561,60,3660,7960,41.21725,48.24633333,D0011,6
562,21,1422,3065,36.7195,48.45733333,D0005,6
563,14,1660,3726,35.624,50.11233333,D0041,6
564,18,961,2408,37.8465,47.519,D0006,6
565,19,1204,2477,42.05525,49.45933333,D0009,6
566,14,778,1692,41.37775,46.76933333,D0011,6
567,22,1278,2599,49.14275,57.58566667,D0023,6
568,11,970,2509,39.07975,46.93766667,D0007,6
569,10,603,1287,37.43075,45.897,D0012,6
570,28,2324,6166,28.55,38.35866667,D0046,6
571,8,818,2115,38.8615,45.574,D0007,6
572,6,788,2995,39.739,53.35133333,D0039,6
573,3,684,1383,45.05125,43.313,D0013,6
574,12,1044,2176,49.41125,47.59333333,D0003,6
575,20,2340,6118,20.86425,36.69133333,D0048,6
576,5,269,813,43.9975,45.271,D0015,6
577,26,1503,3201,49.48675,50.01966667,D0032,6
578,10,1470,5389,39.75725,47.323,D0008,6
579,7,414,1055,47.391,44.502,D0027,6
580,7,971,1963,45.5165,43.96266667,D0013,6
581,11,581,1173,48.26725,48.24566667,D0025,6
582,11,482,1706,41.27275,45.67833333,D0010,6
583,10,892,2848,46.7935,54.13466667,D0019,6
584,16,735,1650,34.1385,49.463,D0041,6
585,4,433,1532,40.96225,45.432,D0010,6
586,28,1419,2919,41.84125,50.374,D0009,6
587,15,1786,4790,37.123,53.44566667,D0051,6
588,11,1290,2896,34.5815,50.46933333,D0041,6
589,22,1513,3860,44.2135,58.36333333,D0038,6
590,5,599,1527,47.12575,44.69833333,D0027,6
591,5,626,1264,47.37,47.072,D0025,6
592,9,458,1147,39.09775,46.10833333,D0006,6
593,19,1387,3184,48.77825,50.22066667,D0033,6
594,2,592,1196,47.78025,49.28466667,D0025,6
595,15,677,1770,20.9755,35.867,D0048,6
596,11,468,1193,47.34075,43.64433333,D0027,6
597,2,140,424,43.77475,45.28366667,D0015,6
598,16,1078,2192,51.5345,58.5,D0023,6
599,8,533,1886,41.64175,47.092,D0010,6
600,8,638,1337,43.78175,53.32033333,D0037,6
601,14,680,1556,45.502,53.80466667,D0022,6
602,21,1472,2993,50.775,55.87533333,D0023,6
603,7,421,850,47.5545,48.541,D0033,6
604,3,383,976,47.8545,43.737,D0027,6
605,5,304,679,48.021,46.429,D0002,6
606,5,344,789,48.011,48.96766667,D0032,6
607,5,361,807,48.397,45.76466667,D0002,6
608,21,1439,3671,44.665,56.74,D0038,6
609,8,362,795,46.28875,45.20933333,D0014,6
610,4,209,446,37.0845,46.06733333,D0012,6
611,6,1582,3583,43.22375,46.26966667,D0026,6
612,10,680,1419,45.09475,47.666,D0024,6
613,5,336,1189,41.4915,45.85866667,D0010,6
614,9,980,3724,39.739,53.35133333,D0039,6
615,18,918,1978,35.624,50.11233333,D0005,6
616,7,397,1200,47.15725,49.52766667,D0035,6
617,30,1899,4089,47.44775,54.64533333,D0016,6
618,11,978,2624,36.52025,51.23,D0051,6
619,5,444,1003,44.88975,51.34666667,D0036,6
620,27,3228,6956,38.82125,53.44833333,D0005,6
621,5,208,521,38.09575,45.86866667,D0006,6
622,17,743,1549,48.39025,47.46,D0003,6
623,6,475,1146,37.28325,51.09366667,D0052,6
624,12,811,1699,43.11575,53.84833333,D0037,6
625,13,362,1124,40.3255,44.046,D0054,6
626,11,592,1337,45.159,50.39766667,D0036,6
627,17,1174,2461,41.02175,53.96666667,D0037,6
628,6,242,855,42.5085,45.96166667,D0010,6
629,34,1536,3105,45.3235,44.192,D0013,6
630,28,2803,8095,30.239,45.66866667,D0056,6
631,6,256,625,44.81025,49.60566667,D0029,6
632,5,610,1279,42.5595,53.45533333,D0037,6
633,7,795,1659,46.7115,48.424,D0024,6
634,5,274,583,48.88675,49.21633333,D0032,6
635,10,846,1740,41.299,49.79066667,D0009,6
636,7,219,549,39.46475,47.00133333,D0006,6
637,20,1087,2488,45.08575,54.329,D0022,6
638,2,224,464,43.86075,44.92266667,D0031,6
639,23,1346,2721,46.63775,41.38666667,D0013,6
640,9,471,958,49.9785,57.641,D0023,6
641,3,173,612,42.047,46.05033333,D0010,6
642,2,224,676,47.54325,50.172,D0035,6
643,5,388,973,38.01225,48.07533333,D0006,6
644,12,703,1446,42.44825,48.52366667,D0009,6
645,4,307,639,48.72725,45.49433333,D0003,6
646,5,393,837,51.33875,51.08666667,D0003,6
647,13,519,1082,50.74475,47.064,D0004,6
648,5,421,871,46.087,56.80866667,D0021,6
649,9,470,1012,46.68775,55.128,D0016,6
650,3,233,824,41.776,45.16966667,D0010,6
651,3,273,966,41.7265,46.20166667,D0010,6
652,7,467,964,51.85575,57.56466667,D0020,6
653,4,187,661,41.4705,46.16133333,D0010,6
654,14,1809,3640,26.44625,45.28466667,D0050,6
655,5,186,658,41.43275,45.35733333,D0010,6
656,56,3101,6971,46.866,56.81233333,D0017,6
657,11,1019,2457,33.16275,50.746,D0052,6
658,12,646,1619,37.7585,49.22666667,D0006,6
659,2,170,528,41.815,45.805,D0054,6
660,14,2190,5006,31.958,45.43566667,D0057,6
661,10,1243,3115,36.48825,50.67066667,D0006,6
662,3,182,381,45.081,46.08,D0024,6
663,4,815,1677,43.05775,48.89133333,D0009,6
664,5,380,973,46.42325,53.36533333,D0034,6
665,27,996,2120,31.69975,52.71233333,D0053,6
666,5,829,1714,46.27425,58.042,D0021,6
667,18,894,2281,44.49675,57.40733333,D0038,6
668,6,420,868,51.33875,51.08666667,D0020,6
669,8,586,1468,39.848,47.087,D0006,6
670,10,1427,2980,46.759,45.52733333,D0024,6
671,17,696,2103,49.63,49.40833333,D0035,6
672,11,1074,2221,45.32775,55.834,D0021,6
673,4,784,2721,39.739,53.35133333,D0042,6
674,6,247,499,46.067,44.528,D0024,6
675,8,650,1362,43.9625,54.09233333,D0037,6
676,8,417,848,50.416,56.152,D0023,6
677,4,259,541,47.0945,47.16133333,D0024,6
678,5,301,627,46.8525,55.565,D0018,6
679,13,733,1536,45.16475,55.17866667,D0037,6
680,3,80,168,47.12,48.88633333,D0024,6
681,3,1451,4506,37.3645,45.03366667,D0054,6
682,4,308,645,42.64325,52.67766667,D0037,6
683,12,599,1275,29.58725,51.553,D0053,6
684,4,149,311,47.38275,44.07366667,D0004,6
685,8,445,1006,45.159,50.39766667,D0036,6
686,13,486,1469,50.58,47.52766667,D0035,6
687,10,486,1000,38.23525,50.45433333,D0009,6
688,6,491,1109,45.0855,50.56266667,D0036,6
689,6,476,992,48.18475,56.37733333,D0018,6
690,3,374,774,45.294,44.578,D0031,6
691,9,783,2078,29.422,40.84266667,D0046,6
692,7,862,1947,43.7775,53.821,D0036,6
693,6,323,665,39.99,52.482,D0009,6
694,12,470,1121,35.18825,51.40666667,D0043,6
695,47,2779,6875,30.21975,39.716,D0055,6
696,2,450,1016,44.574,52.731,D0036,6
697,2,144,298,43.5765,45.002,D0031,6
698,24,1394,3567,50.58,47.52766667,D0034,6
699,2,488,1018,46.265,46.29633333,D0024,6
700,2,108,336,42.16475,46.21166667,D0054,6
701,4,120,373,38.50225,47.39166667,D0054,6
702,14,414,863,47.70925,54.74033333,D0018,6
703,4,148,335,42.835,46.39666667,D0026,6
704,4,143,444,39.86225,46.93133333,D0054,6
705,3,312,651,47.88375,44.97266667,D0004,6
706,3,288,737,49.05525,47.89233333,D0034,6
707,2,164,400,48.22775,46.55633333,D0029,6
708,20,1053,2379,48.798,49.73633333,D0036,6
709,5,303,685,43.92475,52.18033333,D0036,6
710,2,180,376,49.0415,50.28066667,D0018,6
711,9,574,1297,44.40025,54.396,D0036,6
712,5,401,836,47.035,53.45466667,D0018,6
713,7,478,1158,46.557,57.35133333,D0001,6
714,2,150,338,48.54425,50.499,D0036,6
715,5,224,461,43.18125,51.41566667,D0009,6
716,15,662,1579,34.186,59.42633333,D0043,6
717,14,723,1487,34.07625,51.62566667,D0009,6
718,12,999,2284,29.758,45.55,D0057,6
719,7,390,802,42.068,48.85766667,D0009,6
720,5,210,653,38.392,48.46,D0054,6
721,4,951,2321,47.70975,51.87433333,D0029,6
722,22,2635,6792,58.87725,20.30733333,B0032,7
723,4,944,2033,53.2295,15.72,B0037,7
724,11,1294,4657,47.00275,15.96,B0034,7
725,10,1556,4010,58.04325,20.37033333,B0032,7
726,51,1900,3996,61.0925,28.23733333,B0030,7
727,23,1708,3593,61.0685,28.92033333,B0030,7
728,17,3749,11619,64.24525,51.30166667,B0059,7
729,7,820,2952,48.184,17.131,B0034,7
730,9,1026,3693,47.98375,17.64266667,B0034,7
731,38,1264,2589,58.717,29.45033333,B0031,7
732,111,4331,8874,58.24575,26.51266667,B0031,7
733,12,1211,3572,44.524,15.18066667,B0068,7
734,8,704,1823,62.71325,47.91733333,B0026,7
735,12,1310,2821,53.8125,13.76533333,B0037,7
736,33,4154,8543,61.383,46.54566667,B0028,7
737,9,863,1858,54.49975,15.844,B0037,7
738,36,1654,3389,59.00175,31.381,B0032,7
739,4,855,1824,52.0875,22.01333333,B0060,7
740,9,615,1593,62.6875,47.56866667,B0026,7
741,11,1299,2748,53.8475,25.83,B0029,7
742,9,452,951,63.2355,28.249,B0030,7
743,46,3218,6704,63.07,45.26633333,B0006,7
744,13,982,3535,46.068,15.053,B0034,7
745,4,885,1905,52.3705,15.446,B0037,7
746,12,1578,3761,60.36625,44.34566667,B0014,7
747,12,1098,3952,48.4625,16.72766667,B0034,7
748,45,2787,6034,58.8165,45.45166667,B0010,7
749,42,3602,10083,61.184,42.87033333,B0003,7
750,11,1520,4166,57.55125,29.741,B0002,7
751,30,2798,6610,60.99975,44.88633333,B0017,7
752,9,919,3308,45.30725,15.04866667,B0034,7
753,7,1108,2364,52.63575,22.80233333,B0060,7
754,9,956,2058,52.3965,14.13666667,B0037,7
755,8,583,1256,53.06475,14.16266667,B0037,7
756,7,495,1013,58.91875,41.16433333,B0018,7
757,10,781,1681,53.79,15.01333333,B0037,7
758,46,4612,15132,59.60875,46.636,B0001,7
759,23,2049,4317,59.51425,44.19433333,B0005,7
760,9,1043,2155,60.21325,42.55733333,B0019,7
761,4,692,2490,50.979,17.443,B0034,7
762,13,1168,2471,55.169,26.97433333,B0029,7
763,41,3139,8203,63.02075,35.28866667,B0001,7
764,13,2647,5601,55.035,26.23,B0029,7
765,9,875,2632,63.04325,48.375,B0025,7
766,7,1683,3540,64.125,50.87366667,B0027,7
767,5,366,1029,48.184,17.131,B0038,7
768,19,1036,2179,61.261,29.957,B0030,7
769,13,1078,2417,48.7465,20.308,B0065,7
770,6,623,1606,60.5765,21.277,B0032,7
771,38,1965,4018,56.76675,39.19433333,B0018,7
772,5,678,1460,52.34425,15.68133333,B0037,7
773,9,1274,3418,60.38975,42.15466667,B0023,7
774,10,846,2863,63.724,47.097,B0052,7
775,10,1013,3646,50.0955,13.195,B0034,7
776,10,532,1119,62.503,28.129,B0030,7
777,21,1690,3514,64.289,52.57,B0042,7
778,13,1168,3011,58.535,28.31733333,B0032,7
779,10,1235,3643,40.74,18.33666667,B0068,7
780,3,501,1035,59.0965,40.424,B0019,7
781,14,1108,3441,59.77975,45.101,B0013,7
782,20,533,1128,55.38375,26.08366667,B0029,7
783,8,776,1603,59.4,42.12466667,B0019,7
784,18,1252,3925,57.4845,47.95033333,B0008,7
785,8,398,1026,59.50625,28.52266667,B0032,7
786,8,426,1374,56.80175,35.416,B0049,7
787,16,1175,2367,53.8475,25.83,B0036,7
788,11,884,3182,50.0845,15.09133333,B0034,7
789,15,1116,4159,57.55275,42.071,B0007,7
790,47,2819,6040,57.609,46.876,B0044,7
791,4,297,625,63.7995,51.43533333,B0027,7
792,11,371,1335,47.7525,18.67966667,B0034,7
793,4,389,795,58.448,36.50666667,B0049,7
794,25,2282,6226,58.52725,48.54166667,B0011,7
795,4,419,881,59.3895,41.34333333,B0024,7
796,14,882,1855,62.80575,30.866,B0030,7
797,4,622,1327,50.7995,16.389,B0060,7
798,1,596,2491,56.732,47.00333333,B0004,7
799,32,2468,6833,58.184,43.40033333,B0022,7
800,6,404,814,53.156,26.024,B0036,7
801,3,307,791,58.57475,21.70666667,B0032,7
802,10,582,1223,60.779,43.417,B0024,7
803,16,2772,5628,64.12225,53.14633333,B0001,7
804,37,1149,3002,62.68475,32.789,B0001,7
805,15,958,2015,60.73725,30.607,B0030,7
806,6,646,2003,61.478,46.24933333,B0016,7
807,13,1169,2457,58.73275,41.56633333,B0024,7
808,5,399,804,54.082,26.102,B0036,7
809,7,513,1151,49.2925,12.4,B0065,7
810,7,458,1180,59.00575,28.75466667,B0032,7
811,9,494,1354,57.723,28.92866667,B0002,7
812,12,803,2998,57.784,45.37566667,B0039,7
813,6,593,1943,58.88,40.56833333,B0015,7
814,13,1060,2770,61.904,34.556,B0001,7
815,17,1305,2853,60.83075,48.741,B0012,7
816,19,1833,4501,59.675,43.16666667,B0009,7
817,12,902,2141,63.57475,48.45166667,B0054,7
818,8,422,1346,60.7635,40.76966667,B0020,7
819,5,515,1126,60.856,45.93366667,B0012,7
820,5,598,1908,59.69275,41.523,B0020,7
821,8,908,2036,48.36125,13.20366667,B0065,7
822,9,753,1689,46.873,14.12833333,B0065,7
823,5,595,1631,56.85025,30.65833333,B0002,7
824,17,1067,2788,62.803,36.749,B0001,7
825,4,233,667,55.748,25.55833333,B0033,7
826,9,610,1229,54.64825,27.383,B0036,7
827,8,768,1979,60.66,21.59266667,B0032,7
828,1,333,1300,61.44175,46.14133333,B0043,7
829,7,1853,4733,59.84175,48.36733333,B0021,7
830,10,875,2286,63.38075,39.16133333,B0001,7
831,7,541,1414,63.29675,38.66633333,B0001,7
832,9,708,1825,59.6535,21.963,B0032,7
833,1,99,387,63.35975,53.39933333,B0043,7
834,2,280,597,50.962,17.20866667,B0060,7
835,5,434,1128,57.406,43.26833333,B0040,7
836,16,1314,3119,63.3475,41.18066667,B0054,7
837,11,440,1206,56.9265,31.782,B0002,7
838,1,142,366,59.74525,30.17566667,B0002,7
839,10,632,2038,56.35425,33.75,B0049,7
840,2,233,609,60.8405,42.01833333,B0001,7
841,17,1477,3860,63.9025,48.83466667,B0056,7
842,10,2059,5380,59.691,50.18366667,B0049,7
843,16,1082,2827,63.184,46.74033333,B0056,7
844,4,428,1521,57.9675,49.12133333,B0041,7
845,9,618,1286,61.5525,40.77,B0057,7
846,9,871,1822,63.21975,39.87466667,B0056,7
847,20,493,1105,49.6935,20.04133333,B0065,7
848,16,474,1011,50.9935,19.41666667,B0060,7
849,21,1170,2435,63.61475,35.74833333,B0057,7
850,6,467,1378,43.672,18.61066667,B0068,7
851,1,47,129,59.2075,30.477,B0002,7
852,1,120,329,58.28475,29.86866667,B0002,7
853,7,558,1167,63.5545,47.26533333,B0056,7
854,7,833,1743,62.88925,42.43166667,B0057,7
855,8,291,939,58.8175,40.46,B0049,7
856,4,291,586,54.15325,25.212,B0036,7
857,9,547,1173,59.83975,21.05766667,B0064,7
858,7,423,949,45.765,18.792,B0065,7
859,7,500,1370,57.44675,30.38333333,B0002,7
860,6,382,1232,60.36675,45.57766667,B0049,7
861,18,1444,4657,58.68,46.31233333,B0049,7
862,16,406,910,47.937,19.63966667,B0065,7
863,17,840,2478,40.74,18.33666667,B0068,7
864,7,278,762,60.19575,30.202,B0002,7
865,3,296,619,62.654,42.513,B0057,7
866,4,274,751,57.40925,28.75233333,B0048,7
867,7,470,1516,58.3725,42.08,B0049,7
868,7,209,617,43.68825,17.48133333,B0068,7
869,10,722,2328,59.38525,44.89466667,B0045,7
870,8,710,1478,61.33425,37.90866667,B0057,7
871,13,708,2283,59.861,32.91966667,B0051,7
872,5,407,918,57.33025,40.653,B0045,7
873,5,414,958,59.9795,30.618,B0051,7
874,6,866,1848,57.95,15.84066667,B0060,7
875,4,682,1427,62.685,45.01933333,B0057,7
876,7,373,776,62.46725,28.652,B0057,7
877,4,578,1210,61.74875,44.64633333,B0057,7
878,3,188,393,63.66125,38.492,B0058,7
879,11,1582,3293,62.9275,46.301,B0058,7
880,21,891,1854,61.083,35.01933333,B0051,7
881,5,316,713,58.1115,41.757,B0045,7
882,4,289,583,56.10175,24.356,B0061,7
883,1,471,951,51.093,17.03233333,B0061,7
884,11,1377,3105,60.97825,48.11933333,B0046,7
885,11,352,773,59.08975,42.16866667,B0051,7
886,9,737,2083,48.7465,20.308,B0067,7
887,8,515,1132,57.90675,46.15566667,B0051,7
888,6,171,345,50.969,15.82433333,B0061,7
889,1,517,1558,61.87825,43.56133333,B0058,7
890,8,279,613,60.09075,41.80533333,B0051,7
891,3,352,1061,61.5525,41.66466667,B0058,7
892,10,446,980,57.403,42.29333333,B0051,7
893,9,358,829,56.715,41.783,B0051,7
894,4,343,905,56.031,26.89033333,B0048,7
895,9,349,921,56.995,30.291,B0048,7
896,9,474,1097,58.49525,43.262,B0051,7
897,4,328,989,62.49625,42.09933333,B0058,7
898,9,504,1166,56.72075,41.53466667,B0047,7
899,1,496,1148,56.87475,40.29633333,B0047,7
900,21,1138,2634,58.55,43.974,B0047,7
901,9,335,677,54.49975,15.844,B0062,7
902,10,416,963,57.554,40.523,B0047,7
903,6,482,1115,57.6575,41.255,B0047,7
904,10,848,1962,61.07625,34.37433333,B0048,7
905,5,321,734,56.7565,40.70633333,B0066,7
906,2,289,661,59.66975,42.70133333,B0066,7
907,6,155,353,49.2925,12.4,B0062,7
908,6,321,734,57.55,42.09033333,B0066,7
909,7,446,1019,58.2375,41.21033333,B0066,7
910,15,480,1357,46.926,19.31933333,B0067,7
911,8,510,1537,61.5905,35.453,B0058,7
912,3,283,747,58.24825,28.201,B0066,7
913,7,742,1592,62.38825,29.36233333,B0064,7
914,7,565,1704,62.28325,37.57966667,B0058,7
915,4,207,421,58.43,49.71333333,B0055,7
916,2,246,741,64.55375,50.28033333,B0053,7
917,1,512,1627,58.8345,43.81066667,B0066,7
918,14,306,865,46.10125,19.24466667,B0067,7
919,6,362,837,60.029,19.70966667,B0035,7
920,8,738,1687,58.98825,42.316,B0050,7
921,2,438,885,59.69175,44.042,B0063,7
922,3,294,887,62.172,48.17266667,B0063,7
923,6,220,630,54.59225,24.74166667,B0033,7
924,10,998,3152,81.1755,41.35233333,G0007,3
925,4,1460,3461,76.95175,28.307,G0025,3
926,18,1932,4731,74.598,43.46866667,G0015,3
927,10,1333,3011,67.058,34.474,G0029,3
928,31,1765,3918,74.37425,42.40866667,G0018,3
929,26,2190,6535,66.915,29.10866667,G0032,3
930,21,2617,6705,78.18575,30.446,G0019,3
931,10,932,2103,74.52675,32.81366667,G0014,3
932,27,1696,5195,68.33925,31.20966667,G0031,3
933,4,463,1045,74.35175,27.54733333,G0014,3
934,3,821,2197,81.09575,42.207,G0012,3
935,12,1283,3915,71.85425,32.15866667,G0038,3
936,9,859,2294,84.06125,45.678,G0010,3
937,5,583,1316,75.28,28.28433333,G0014,3
938,3,335,749,76.21825,28.571,G0037,3
939,3,422,872,82.018,41.81466667,G0011,3
940,14,1089,3121,66.98975,32.618,G0030,3
941,12,962,2429,78.7295,44.97,G0006,3
942,26,1463,3503,68.45575,30.01333333,G0024,3
943,10,836,1794,65.873,33.61466667,G0033,3
944,10,782,2844,66.565,36.98566667,G0002,3
945,13,1039,2346,74.68875,32.01433333,G0014,3
946,3,293,701,68.00125,34.63666667,G0024,3
947,8,1138,2874,79.5875,46.18133333,G0006,3
948,17,1500,3096,81.40475,40.50133333,G0011,3
949,4,477,1059,72.17725,32.94766667,G0018,3
950,8,1106,2455,74.57675,39.90533333,G0017,3
951,3,341,1100,80.08125,41.509,G0008,3
952,7,452,1644,66.8035,35.66866667,G0002,3
953,10,1676,3460,81.698,47.22766667,G0011,3
954,10,706,1457,82.76325,41.12466667,G0011,3
955,2,259,698,67.83575,37.15166667,G0028,3
956,2,376,1004,80.3915,43.32866667,G0042,3
957,19,1221,2822,65.79525,31.757,G0001,3
958,10,651,1504,65.98625,34.74033333,G0001,3
959,22,1779,4015,74.44875,33.206,G0014,3
960,14,1533,3375,78.4925,45.11033333,G0016,3
961,2,251,580,66.56625,33.24933333,G0001,3
962,3,460,1228,83.05725,43.45733333,G0010,3
963,2,147,376,77.4855,29.286,G0019,3
964,6,674,1372,74.57675,39.90533333,G0017,3
965,26,1370,3017,74.432,41.09266667,G0016,3
966,17,1366,3649,82.8455,42.669,G0010,3
967,7,598,1218,77.0035,42.14333333,G0017,3
968,3,281,650,66.81575,31.60066667,G0001,3
969,9,707,1904,67.68025,29.39666667,G0028,3
970,7,852,1876,78.4925,45.11033333,G0016,3
971,7,709,1437,65.716,36.27066667,G0036,3
972,6,718,1456,68.6825,28.43433333,G0036,3
973,2,246,657,83.6285,44.30166667,G0010,3
974,4,506,1297,78.07125,32.70133333,G0019,3
975,3,227,607,82.65475,41.606,G0010,3
976,4,311,830,82.12225,41.132,G0010,3
977,6,380,879,65.06775,31.43433333,G0035,3
978,4,319,852,82.57525,42.115,G0010,3
979,2,459,935,74.2425,34.58366667,G0017,3
980,4,597,1335,71.48275,32.95166667,G0037,3
981,16,1262,3371,84.50575,42.37433333,G0010,3
982,8,456,1181,65.095,30.35333333,G0034,3
983,10,432,951,75.87675,42.99,G0016,3
984,21,1040,2117,74.8555,39.23166667,G0037,3
985,2,359,791,76.58,43.90633333,G0019,3
986,2,392,877,73.015,27.62,G0037,3
987,4,559,1138,73.7315,35.231,G0037,3
988,5,437,978,72.25275,35.40266667,G0026,3
989,3,260,582,74.1505,33.08766667,G0025,3
990,2,125,326,73.918,42.958,G0005,3
991,4,233,597,75.781,42.19166667,G0019,3
992,13,1172,2419,76.65775,41.20333333,G0040,3
993,1,151,403,82.732,43.37266667,G0010,3
994,1,61,139,65.81775,30.251,G0003,3
995,4,265,592,75.4705,35.132,G0025,3
996,1,132,268,67.734,28.97633333,G0036,3
997,1,166,337,67.3905,36.21966667,G0027,3
998,3,269,602,70.7445,32.17133333,G0027,3
999,4,459,1376,71.5015,34.68566667,G0026,3
1000,1,466,962,77.98375,31.51733333,G0040,3
1001,21,5445,13930,82.03425,48.617,G0022,3
1002,1,277,657,76.112,29.95333333,G0023,3
1003,4,577,1729,74.0845,33.626,G0026,3
1004,5,371,766,77.26525,41.15266667,G0040,3
1005,3,163,422,66.72475,31.817,G0034,3
1006,2,241,497,76.42,35.67166667,G0040,3
1007,2,673,1742,65.4955,37.86933333,G0034,3
1008,2,303,784,66.02975,37.30733333,G0034,3
1009,1,92,338,68.72075,36.724,G0027,3
1010,1,120,441,68.89325,36.35366667,G0027,3
1011,16,1238,3111,82.6255,46.20866667,G0020,3
1012,7,376,982,76.6855,43.404,G0005,3
1013,1,520,1204,82.09975,43.47733333,G0004,3
1014,1,47,122,65.992,35.62633333,G0034,3
1015,2,177,651,70.07125,34.866,G0027,3
1016,4,438,987,83.985,41.53566667,G0021,3
1017,4,125,459,66.82625,37.733,G0027,3
1018,1,207,620,72.67775,35.55766667,G0026,3
1019,3,385,799,75.212,38.22466667,G0023,3
1020,3,63,164,65.643,32.93633333,G0034,3
1021,8,850,2220,75.86075,41.115,G0005,3
1022,3,194,507,75.6265,42.796,G0041,3
1023,7,251,518,76.9665,42.8,G0039,3
1024,5,423,1268,73.533,39.33833333,G0026,3
1025,6,390,822,80.22175,47.475,G0009,3
1026,2,177,651,70.13225,35.47533333,G0027,3
1027,1,44,162,67.84875,36.70766667,G0027,3
1028,1,312,843,82.32975,42.80366667,G0013,3
1029,5,193,422,74.20975,38.95833333,G0026,3
1030,1,125,374,73.5365,35.60033333,G0026,3
1031,1,526,1086,76.6115,38.22266667,G0039,3
1032,1,208,623,74.6545,33.67533333,G0026,3
1033,3,263,543,79.829,43.50833333,G0039,3
1034,1,99,205,76.2895,42.029,G0039,3
1035,1,112,336,72.9355,34.84666667,G0026,3
1036,1,128,471,67.47125,35.76866667,G0027,3
1037,8,1534,3122,80.09525,50.61066667,G0043,3
1038,134,4282,12106,42.767,27.90233333,F0021,9
1039,23,5023,14147,39.61025,9.523,F0011,9
1040,36,4846,10750,39.7005,12.01,F0008,9
1041,33,3694,8195,40.42825,10.68133333,F0008,9
1042,13,2749,7299,39.726,8.113333333,F0015,9
1043,100,5684,12183,37.02275,24.95233333,F0018,9
1044,23,3265,7243,36.79825,21.026,F0008,9
1045,37,2720,10095,30.11675,11.53033333,F0009,9
1046,30,5747,12148,28.83425,20.264,F0022,9
1047,70,2273,4872,35.99525,27.291,F0018,9
1048,30,1948,4024,46.763,26.207,F0003,9
1049,80,3752,8042,34.62325,28.487,F0018,9
1050,22,2505,5225,31.30825,8.086666667,F0007,9
1051,90,2874,7076,34.9895,22.34233333,F0020,9
1052,15,2613,5450,32.6205,9.62,F0007,9
1053,20,2939,6212,30.37475,21.28133333,F0022,9
1054,21,1445,3206,31.27175,9.094,F0008,9
1055,17,1647,3750,39.80775,18.66033333,F0016,9
1056,174,3002,6346,32.89925,2.931666667,F0022,9
1057,10,1072,2740,40.9945,31.69233333,F0019,9
1058,10,1373,3509,41.47275,31.05333333,F0019,9
1059,20,1870,5324,30.25775,19.498,F0005,9
1060,13,1194,3193,34.181,14.31133333,F0006,9
1061,31,2272,5502,31.3435,11.72866667,F0028,9
1062,20,1478,3742,34.68525,25.82166667,F0027,9
1063,16,2350,5351,41.32575,20.96433333,F0016,9
1064,32,1728,4374,35.2755,27.97733333,F0027,9
1065,58,3773,8591,37.3615,5.541,F0016,9
1066,36,1101,2439,39.764,26.768,F0017,9
1067,28,1777,4046,41.5435,6.726666667,F0016,9
1068,16,1207,3085,40.69575,31.71133333,F0019,9
1069,32,3044,7371,33.91025,9.343666667,F0028,9
1070,16,970,2456,36.02575,26.15266667,F0027,9
1071,12,2957,7161,32.9585,14.97633333,F0028,9
1072,42,1546,3520,41.42225,17.29633333,F0016,9
1073,22,584,1294,37.69525,26.11833333,F0017,9
1074,8,454,1284,45.14425,26.156,F0021,9
1075,8,782,1980,34.808,24.925,F0027,9
1076,30,823,1823,41.8935,26.10333333,F0017,9
1077,15,520,1152,42.5585,29.49466667,F0017,9
1078,12,1353,3081,41.66075,23.04633333,F0016,9
1079,18,3995,9152,36.33075,9.354,F0023,9
1080,10,1694,4414,33.92975,15.89133333,F0029,9
1081,15,1226,2532,38.51225,18.64366667,F0003,9
1082,8,790,1670,48.291,26.95033333,F0010,9
1083,11,812,1860,34.55025,13.79033333,F0023,9
1084,28,1850,3911,40.1315,17.769,F0010,9
1085,10,492,1173,35.90525,26.106,F0024,9
1086,15,464,981,45.01775,27.77066667,F0010,9
1087,12,494,1044,41.64075,15.92166667,F0010,9
1088,8,472,1055,43.56825,29.404,F0001,9
1089,34,901,2015,40.15425,25.818,F0001,9
1090,20,1194,2761,40.62125,29.10433333,F0004,9
1091,12,568,1201,41.188,14.465,F0010,9
1092,11,1419,3251,30.2475,19.98066667,F0023,9
1093,5,973,2057,40.5455,20.97233333,F0010,9
1094,10,783,1655,39.48775,22.26833333,F0010,9
1095,9,1050,2288,40.1315,17.769,F0012,9
1096,64,1321,2878,41.47475,8.034666667,F0012,9
1097,10,253,551,45.39975,28.89833333,F0012,9
1098,4,524,1142,45.1575,26.15533333,F0012,9
1099,9,684,1567,34.57575,14.53133333,F0023,9
1100,8,281,612,44.58,27.05266667,F0012,9
1101,7,537,1170,41.01025,15.75833333,F0012,9
1102,6,713,1700,36.26325,21.691,F0024,9
1103,1,527,2156,47.19425,26.84733333,F0013,9
1104,26,1394,3243,48.47975,26.285,F0013,9
1105,9,689,1578,32.358,15.63533333,F0023,9
